,height,weight,url,name,firstyear,lastyear,primary_pos
5764,6-01,180,player.php?p=frienow01,Owen Friend,1949,1956,SS
5765,6-02,205,player.php?p=frierer01,Ernesto Frieri,2009,2017,P
5766,6-03,195,player.php?p=frierbu01,Buck Frierson,1941,1941,LF
5767,5-08,160,player.php?p=friespe01,Pete Fries,1883,1884,RF
5768,5-10½,170,player.php?p=frilljo01,John Frill,1910,1912,P
5769,6-01,180,player.php?p=frinkfr01,Fred Frink,1934,1934,CF
5770,5-09,175,player.php?p=frisbch01,Charlie Frisbee,1899,1900,RF
5771,5-11,165,player.php?p=friscfr01,Frankie Frisch,1919,1937,SS
5772,6-00,195,player.php?p=friseda01,Danny Frisella,1967,1976,P
5773,6-01,190,player.php?p=friskem01,Emil Frisk,1899,1907,OF
5774,Unknown,Unknown,player.php?p=fritzch01,Charlie Fritz,1907,1907,P
5775,5-08,170,player.php?p=fritzha01,Harry Fritz,1913,1915,2B
5776,6-02,225,player.php?p=fritzla01,Larry Fritz,1975,1975,2B
5777,6-00,180,player.php?p=froatbi01,Bill Froats,1955,1955,P
5778,6-04,196,player.php?p=frobedo01,Doug Frobel,1982,1987,CF
5779,6-00,168,player.php?p=frocksa01,Sam Frock,1907,1911,P
5780,Unknown,Unknown,player.php?p=froelbe01,Al Froelich,1909,1909,C
5781,6-04,205,player.php?p=frohwto01,Todd Frohwirth,1987,1996,P
5782,6-00,178,player.php?p=frommar01,Art Fromme,1906,1915,P
5783,6-06,235,player.php?p=frostda01,Dave Frost,1977,1982,P
5784,6-03,235,player.php?p=frutoem01,Emiliano Fruto,2006,2006,P
5785,6-01,190,player.php?p=fryja01,Jace Fry,2017,2018,P
5786,6-00,185,player.php?p=fryje01,Jerry Fry,1978,1978,C
5787,6-01,150,player.php?p=fryjo01,Johnson Fry,1923,1923,P
5788,6-00,190,player.php?p=frypa01,Paul Fry,2018,2018,P
5789,6-01,175,player.php?p=fryech01,Charlie Frye,1940,1940,P
5790,5-09,165,player.php?p=fryeje01,Jeff Frye,1992,2001,1B
5791,6-02,215,player.php?p=fryerer01,Eric Fryer,2011,2017,LF
5792,6-01,194,player.php?p=frymatr01,Travis Fryman,1990,2002,1B
5793,6-02,205,player.php?p=frymawo01,Woodie Fryman,1966,1983,P
5794,5-08,168,player.php?p=fuchsch01,Charlie Fuchs,1942,1944,P
5795,6-04,230,player.php?p=fuentbr01,Brian Fuentes,2001,2012,P
5796,6-00,160,player.php?p=fuentmi01,Miguel Fuentes,1969,1969,P
5797,6-03,190,player.php?p=fuentmi02,Mike Fuentes,1983,1984,LF
5798,6-00,160,player.php?p=fuentra01,Reymond Fuentes,2013,2017,RF
5799,5-11,175,player.php?p=fuentti01,Tito Fuentes,1965,1978,3B
5800,6-00½,176,player.php?p=fuhros01,Oscar Fuhr,1921,1925,P
5801,5-11,185,player.php?p=fuhrmol01,Ollie Fuhrman,1922,1922,C
5802,6-00,190,player.php?p=fujikky01,Kyuji Fujikawa,2013,2015,P
5803,6-00,185,player.php?p=fukudko01,Kosuke Fukudome,2008,2012,LF
5804,6-00,175,player.php?p=fukumka01,Kazuo Fukumori,2008,2008,P
5805,6-05,250,player.php?p=fulchje01,Jeff Fulchino,2006,2011,P
5806,5-09,180,player.php?p=fuldsa01,Sam Fuld,2013,2015,P
5807,6-02,205,player.php?p=fulghjo01,John Fulgham,1979,1980,P
5808,5-08½,165,player.php?p=fulghdo01,Dot Fulghum,1921,1921,SS
5809,6-00,158,player.php?p=fulleed01,Ed Fuller,1886,1886,RF
5810,5-07,150,player.php?p=fullefr01,Frank Fuller,1915,1923,SS
5811,5-08,160,player.php?p=fulleha01,Harry Fuller,1891,1891,3B
5812,6-03,215,player.php?p=fulleji01,Jim Fuller,1973,1977,1B
5813,6-02,180,player.php?p=fullejo01,John Fuller,1974,1974,CF
5814,5-11,165,player.php?p=fulleni01,Nig Fuller,1902,1902,C
5815,5-06,157,player.php?p=fullesh01,Shorty Fuller,1888,1896,3B
5816,6-01,170,player.php?p=fulleve01,Vern Fuller,1964,1970,1B
5817,6-00,162,player.php?p=fullecu01,Curt Fullerton,1921,1933,P
5818,5-09,170,player.php?p=fullich01,Chick Fullis,1928,1936,3B
5819,6-01,185,player.php?p=fullmbr01,Brad Fullmer,1997,2004,LF
5820,6-00,195,player.php?p=fulmeca01,Carson Fulmer,2016,2018,P
5821,6-00,158,player.php?p=fulmech01,Chick Fulmer,1876,1884,3B
5822,5-08,165,player.php?p=fulmech02,Chris Fulmer,1886,1889,P
5823,6-03,246,player.php?p=fulmemi01,Michael Fulmer,2016,2018,P
5824,6-03,195,player.php?p=fultobi01,Bill Fulton,1987,1987,P
5825,6-00,196,player.php?p=fultzaa01,Aaron Fultz,2000,2007,P
5826,5-11,170,player.php?p=fultzda01,Dave Fultz,1898,1905,1B
5827,6-04,226,player.php?p=fundema01,Mark Funderburk,1981,1985,1B
5828,6-00,175,player.php?p=funkfr01,Frank Funk,1960,1963,P
5829,5-08½,160,player.php?p=funkli01,Liz Funk,1929,1933,RF
5830,6-02,210,player.php?p=funkto01,Tom Funk,1986,1986,P
5831,6-05,215,player.php?p=furbuch01,Charlie Furbush,2011,2015,P
5832,5-08,195,player.php?p=furcara02,Rafael Furcal,2000,2014,2B
5833,6-00,190,player.php?p=furilca01,Carl Furillo,1946,1960,LF
5834,5-11,185,player.php?p=furmajj01,J.J. Furmaniak,2005,2007,LF
5835,5-06,156,player.php?p=fusseed01,Eddie Fusselback,1882,1888,RF
5836,6-02,200,player.php?p=fussech01,Chris Fussell,1998,2000,P
5837,5-10,155,player.php?p=fussefr01,Fred Fussell,1922,1929,P
5838,6-01,195,player.php?p=fussele01,Les Fusselman,1952,1953,C
5839,6-02,190,player.php?p=fyhrimi01,Mike Fyhrie,1996,2002,P
5840,6-03,200,player.php?p=gabbaka01,Kason Gabbard,2006,2008,P
5841,6-03,210,player.php?p=gabinar01,Armando Gabino,2009,2010,P
5842,6-01,175,player.php?p=gablefr01,Frank Gabler,1935,1938,P
5843,6-01,190,player.php?p=gablega01,Gabe Gabler,1958,1958,P
5844,6-02,165,player.php?p=gablega02,John Gabler,1959,1961,P
5845,5-11,210,player.php?p=gableke01,Ken Gables,1945,1947,P
5846,6-03,210,player.php?p=gabrile01,Len Gabrielson,1939,1939,1B
5847,6-04,210,player.php?p=gabrile02,Len Gabrielson,1960,1970,3B
5848,6-00½,182,player.php?p=gaddyjo01,John Gaddy,1938,1938,P
5849,3-07,65,player.php?p=gaedeed01,Eddie Gaedel,1951,1951,P
5850,6-00,200,player.php?p=gaettga01,Gary Gaetti,1997,2000,RF
5851,6-02,200,player.php?p=gaffbr01,Brent Gaff,1982,1984,P
5852,5-10,185,player.php?p=gaffkfa01,Fabian Gaffke,1936,1942,C
5853,6-01,185,player.php?p=gagliph01,Phil Gagliano,1963,1974,SS
5854,5-11,170,player.php?p=gaglira01,Ralph Gagliano,1965,1965,SS
5855,6-00,240,player.php?p=gagneer01,Eric Gagne,1999,2008,P
5856,5-11,172,player.php?p=gagnegr01,Greg Gagne,1983,1997,RF
5857,5-09,170,player.php?p=gagnied01,Ed Gagnier,1914,1915,3B
5858,5-07½,158,player.php?p=gagnoch01,Chick Gagnon,1922,1924,3B
5859,6-04,215,player.php?p=gagnodr01,Drew Gagnon,2018,2018,P
5860,6-01,180,player.php?p=gailled01,Eddie Gaillard,1997,1999,P
5861,6-00,180,player.php?p=gainede01,Del Gainer,1909,1922,RF
5862,6-00,190,player.php?p=gaineja01,Jay Gainer,1993,1993,1B
5863,6-01,190,player.php?p=gainejo01,Joe Gaines,1960,1966,CF
5864,6-00,180,player.php?p=gainene01,Nemo Gaines,1921,1921,P
5865,6-01,190,player.php?p=gainety01,Ty Gainey,1985,1987,RF
5866,Unknown,Unknown,player.php?p=gaisefr01,Fred Gaiser,1908,1908,P
5867,6-02,200,player.php?p=gajkost01,Steve Gajkowski,1998,1998,P
5868,6-06,215,player.php?p=gakelda01,Dan Gakeler,1991,1991,P
5869,6-00,175,player.php?p=galanau01,Augie Galan,1934,1949,SS
5870,6-03,265,player.php?p=galaran01,Andres Galarraga,1985,2004,3B
5871,6-04,230,player.php?p=galarar01,Armando Galarraga,2007,2012,P
5872,6-01,205,player.php?p=galasbo01,Bob Galasso,1977,1981,P
5873,5-10,168,player.php?p=galatmi01,Milt Galatzer,1936,1939,P
5874,6-07,225,player.php?p=galeri01,Rich Gale,1978,1984,P
5875,6-01,185,player.php?p=galero01,Rocky Gale,2015,2017,C
5876,6-01,195,player.php?p=galehde01,Denny Galehouse,1934,1949,P
5877,6-00,195,player.php?p=galljo01,John Gall,2005,2007,1B
5878,6-00,180,player.php?p=gallaal01,Al Gallagher,1970,1973,2B
5879,Unknown,Unknown,player.php?p=gallabi01,Bill Gallagher,1883,1884,SS
5880,6-03,185,player.php?p=gallabo01,Bob Gallagher,1972,1975,1B
5881,6-03,230,player.php?p=gallaca01,Cam Gallagher,2017,2018,C
5882,6-00,184,player.php?p=gallada01,Dave Gallagher,1987,1995,1B
5883,6-04,195,player.php?p=gallado01,Doug Gallagher,1962,1962,P
5884,6-02,197,player.php?p=gallaed01,Ed Gallagher,1932,1932,P
5885,5-08,155,player.php?p=gallagi01,Gil Gallagher,1922,1922,SS
5886,5-10,175,player.php?p=gallaja01,Jackie Gallagher,1923,1923,LF
5887,6-02,210,player.php?p=gallajo02,Joe Gallagher,1939,1940,RF
5888,5-10½,Unknown,player.php?p=gallajo01,John Gallagher,1915,1915,3B
5889,6-02,225,player.php?p=gallase01,Sean Gallagher,2007,2010,P
5890,Unknown,Unknown,player.php?p=gallash01,Shorty Gallagher,1901,1901,RF
5891,Unknown,Unknown,player.php?p=gallawi01,William Gallagher,1896,1896,SS
5892,6-02,205,player.php?p=galloyo01,Yovani Gallardo,2007,2018,P
5893,5-07,165,player.php?p=gallest01,Stan Galle,1942,1942,3B
5894,5-08,160,player.php?p=gallemi01,Mike Gallego,1985,1997,RF
5895,6-02,210,player.php?p=gallegi01,Giovanny Gallegos,2017,2018,P
5896,6-00,165,player.php?p=gallibe01,Bert Gallia,1912,1920,P
5897,5-10,160,player.php?p=galliji01,Jim Galligan,1889,1889,LF
5898,Unknown,Unknown,player.php?p=gallaji01,Pete Galligan,1886,1886,SS
5899,6-00,170,player.php?p=galliph01,Phil Gallivan,1931,1934,P
5900,6-05,235,player.php?p=gallojo01,Joey Gallo,2015,2018,RF
5901,6-00,175,player.php?p=gallomi01,Mike Gallo,2003,2006,P
5902,5-08,160,player.php?p=galloch01,Chick Galloway,1919,1928,1B
5903,6-03,187,player.php?p=galloji01,Jim Galloway,1912,1912,SS
5904,6-00,170,player.php?p=galveba01,Balvino Galvez,1986,1986,P
5905,5-11½,180,player.php?p=galviji01,Jim Galvin,1930,1930,P
5906,Unknown,Unknown,player.php?p=galvilo01,Lou Galvin,1884,1884,P
5907,5-08,190,player.php?p=galvipu01,Pud Galvin,1879,1892,SS
5908,5-10,185,player.php?p=galvifr01,Freddy Galvis,2012,2018,CF
5909,5-10,155,player.php?p=gamblbo01,Bob Gamble,1888,1888,P
5910,5-10,165,player.php?p=gambljo01,John Gamble,1972,1973,SS
5911,6-01,170,player.php?p=gamblle01,Lee Gamble,1935,1940,CF
5912,5-11,165,player.php?p=gamblos01,Oscar Gamble,1969,1985,CF
5913,6-01,215,player.php?p=gamboed01,Eddie Gamboa,2016,2016,P
5914,5-11,185,player.php?p=gamelbe01,Ben Gamel,2016,2018,1B
5915,6-00,195,player.php?p=gamelma01,Mat Gamel,2008,2012,LF
5916,5-11,170,player.php?p=gammoda01,Daff Gammons,1901,1901,3B
5917,6-00,190,player.php?p=gandagu01,Gus Gandarillas,2001,2001,P
5918,6-01½,190,player.php?p=gandich01,Chick Gandil,1910,1919,LF
5919,6-03,180,player.php?p=gandybo01,Bob Gandy,1916,1916,CF
5920,5-07,156,player.php?p=ganlebo01,Bob Ganley,1905,1909,CF
5921,5-09,170,player.php?p=gannobi01,Bill Gannon,1901,1901,RF
5922,5-11,154,player.php?p=gannogu01,Gussie Gannon,1895,1895,P
5923,Unknown,160,player.php?p=gannojo01,Joe Gannon,1898,1898,P
5924,6-05,200,player.php?p=gantjo01,John Gant,2016,2018,P
5925,6-00,192,player.php?p=gantro01,Ron Gant,1987,2003,RF
5926,5-09,168,player.php?p=gantejo01,Joe Gantenbein,1939,1940,LF
5927,6-00,180,player.php?p=gantnji01,Jim Gantner,1979,1992,P
5928,5-10½,172,player.php?p=ganzeba01,Babe Ganzel,1927,1928,RF
5929,6-00,161,player.php?p=ganzech01,Charlie Ganzel,1884,1897,CF
5930,6-00½,195,player.php?p=ganzejo01,John Ganzel,1898,1908,SS
5931,5-08,190,player.php?p=garabed01,Eddy Garabito,2005,2005,SS
5932,6-00,190,player.php?p=garagjo01,Joe Garagiola,1946,1954,C
5933,6-00,170,player.php?p=garagke01,Keith Garagozzo,1994,1994,P
5934,6-02,210,player.php?p=garatvi01,Victor Garate,2009,2009,P
5935,5-11,178,player.php?p=garbabo01,Bob Garbark,1934,1945,1B
5936,6-00,200,player.php?p=garbami01,Mike Garbark,1944,1945,C
5937,6-01,190,player.php?p=garbebo01,Bob Garber,1956,1956,P
5938,5-10,175,player.php?p=garbege01,Gene Garber,1969,1988,P
5939,5-10,170,player.php?p=garbeba01,Barbaro Garbey,1984,1988,CF
5940,6-01,185,player.php?p=garboal01,Alex Garbowski,1952,1952,CF
5941,5-11,175,player.php?p=garcefr01,Frank Garces,2014,2015,P
5942,6-00,250,player.php?p=garceri01,Rich Garces,1990,2002,P
5943,5-09,205,player.php?p=garciad01,Adonis Garcia,2015,2017,LF
5944,5-10,160,player.php?p=garciam01,Amaury Garcia,1999,1999,2B
5945,6-02,180,player.php?p=garcian01,Anderson Garcia,2007,2007,P
5946,6-04,240,player.php?p=garciav01,Avisail Garcia,2012,2018,LF
5947,6-01,185,player.php?p=garcica01,Carlos Garcia,1990,1999,1B
5948,5-08,170,player.php?p=garcich01,Chico Garcia,1954,1954,2B
5949,6-05,230,player.php?p=garcich02,Christian Garcia,2012,2012,P
5950,6-00,170,player.php?p=garcida01,Damaso Garcia,1978,1989,1B
5951,6-01,182,player.php?p=garcida02,Danny Garcia,1981,1981,LF
5952,6-01,175,player.php?p=garcida03,Danny Garcia,2003,2004,LF
5953,6-02,190,player.php?p=garcifr01,Freddy Garcia,1995,1999,1B
5954,6-04,255,player.php?p=garcifr02,Freddy Garcia,1999,2013,P
5955,6-00,190,player.php?p=garcigr01,Greg Garcia,2018,2018,P
5956,6-03,215,player.php?p=garcigu01,Guillermo Garcia,1998,1999,C
5957,6-02,170,player.php?p=garciha01,Harvey Garcia,2007,2007,P
5958,6-02,215,player.php?p=garcija01,Jaime Garcia,2008,2018,P
5959,6-03,215,player.php?p=garcija03,Jarlin Garcia,2017,2018,P
5960,6-00,185,player.php?p=garcija02,Jason Garcia,2015,2015,P
5961,5-10,171,player.php?p=garcije01,Jesse Garcia,1999,2005,LF
5962,5-11,165,player.php?p=garcijo01,Jose Garcia,2006,2006,P
5963,6-00,200,player.php?p=garcika01,Karim Garcia,1995,2004,1B
5964,5-11,180,player.php?p=garciki01,Kiko Garcia,1976,1985,RF
5965,5-08,160,player.php?p=garcile01,Leo Garcia,1987,1988,LF
5966,5-08,180,player.php?p=garcile02,Leury Garcia,2014,2018,P
5967,6-00,175,player.php?p=garcilu01,Luis Garcia,1999,1999,2B
5968,6-03,208,player.php?p=garcilu02,Luis Garcia,2002,2002,CF
5969,6-02,230,player.php?p=garcilu03,Luis Garcia,2013,2018,P
5970,5-11,173,player.php?p=garcimi02,Miguel Garcia,1987,1989,P
5971,6-01,200,player.php?p=garcimi01,Mike Garcia,1948,1961,P
5972,6-02,220,player.php?p=garcimi03,Mike Garcia,1999,2000,P
5973,6-03,225,player.php?p=garcion01,Onelki Garcia,2013,2017,P
5974,5-10,175,player.php?p=garcipe01,Pedro Garcia,1973,1977,2B
5975,6-00,195,player.php?p=garcira02,Ralph Garcia,1972,1974,P
5976,5-10,170,player.php?p=garcira01,Ramon Garcia,1948,1948,P
5977,6-02,200,player.php?p=garcira03,Ramon Garcia,1991,1997,P
5978,6-03,170,player.php?p=garcire01,Reynaldo Garcia,2002,2003,P
5979,6-02,160,player.php?p=garciro01,Rosman Garcia,2003,2004,P
5980,6-02,215,player.php?p=garciwi01,Willy Garcia,2017,2017,CF
5981,6-01,220,player.php?p=garciyi01,Yimi Garcia,2014,2018,P
5982,6-00,165,player.php?p=garcino01,Nomar Garciaparra,1996,2009,2B
5983,5-10,172,player.php?p=gardeal01,Al Gardella,1945,1945,CF
5984,5-08,160,player.php?p=gardeda01,Danny Gardella,1944,1950,CF
5985,6-00,175,player.php?p=gardero01,Ron Gardenhire,1981,1985,3B
5986,6-01,179,player.php?p=gardeni01,Nick Gardewine,2017,2018,P
5987,Unknown,Unknown,player.php?p=gardiar01,Art Gardiner,1923,1923,P
5988,6-00,200,player.php?p=gardimi01,Mike Gardiner,1990,1995,P
5989,Unknown,Unknown,player.php?p=gardnal01,Alex Gardner,1884,1884,C
5990,5-11,175,player.php?p=gardnar01,Art Gardner,1975,1978,RF
5991,Unknown,Unknown,player.php?p=gardnbi01,Bill Gardner,1887,1887,3B
5992,6-00,180,player.php?p=gardnbi02,Billy Gardner,1954,1963,3B
5993,5-11,195,player.php?p=gardnbr01,Brett Gardner,2008,2018,RF
5994,6-00,175,player.php?p=gardnch01,Chris Gardner,1991,1991,P
5995,5-11,160,player.php?p=gardnea01,Earle Gardner,1908,1912,2B
5996,Unknown,165,player.php?p=gardngi01,Gid Gardner,1879,1888,SS
5997,5-11,180,player.php?p=gardngl01,Glenn Gardner,1945,1945,P
5998,6-02,180,player.php?p=gardnha01,Harry Gardner,1911,1912,P
5999,5-11,165,player.php?p=gardnje01,Jeff Gardner,1991,1994,SS
6000,5-06,156,player.php?p=gardnji01,Jim Gardner,1895,1902,2B
6001,5-08,165,player.php?p=gardnla01,Larry Gardner,1908,1924,SS
6002,6-00,219,player.php?p=gardnle01,Lee Gardner,2002,2008,P
6003,6-01,224,player.php?p=gardnma01,Mark Gardner,1989,2001,P
6004,5-08,145,player.php?p=gardnra01,Ray Gardner,1929,1930,3B
6005,6-01,176,player.php?p=gardnro01,Rob Gardner,1965,1973,P
6006,6-04,197,player.php?p=gardnwe01,Wes Gardner,1984,1991,P
6007,5-11½,160,player.php?p=garfibi01,Bill Garfield,1889,1890,P
6008,5-08,165,player.php?p=garibar01,Art Garibaldi,1936,1936,2B
6009,6-04,210,player.php?p=garibbo01,Bob Garibaldi,1962,1969,P
6010,5-11,160,player.php?p=garibda01,Daniel Garibay,2000,2000,P
6011,6-02,225,player.php?p=garkory01,Ryan Garko,2005,2010,RF
6012,6-06,210,player.php?p=garlajo01,Jon Garland,2000,2013,P
6013,6-02½,200,player.php?p=garlalo01,Lou Garland,1931,1931,P
6014,6-00,195,player.php?p=garlawa01,Wayne Garland,1973,1981,P
6015,6-03,215,player.php?p=garmami01,Mike Garman,1969,1978,P
6016,5-08½,165,player.php?p=garmsde01,Debs Garms,1932,1945,2B
6017,6-00,200,player.php?p=garnedu01,Dustin Garneau,2015,2017,C
6018,6-02,215,player.php?p=garneco01,Cole Garner,2011,2011,RF
6019,6-03,225,player.php?p=garnepe01,Perci Garner,2016,2016,P
6020,5-10,177,player.php?p=garneph01,Phil Garner,1973,1988,SS
6021,6-01,165,player.php?p=garonwi01,Willie Garoni,1899,1899,P
6022,5-11,197,player.php?p=garrra01,Ralph Garr,1968,1980,CF
6023,6-04,195,player.php?p=garresc01,Scott Garrelts,1982,1991,P
6024,6-03,185,player.php?p=garread01,Adrian Garrett,1966,1976,RF
6025,6-05,228,player.php?p=garream01,Amir Garrett,2017,2018,P
6026,6-05½,185,player.php?p=garrecl01,Clarence Garrett,1915,1915,P
6027,6-00,200,player.php?p=garregr01,Greg Garrett,1970,1971,P
6028,5-11,183,player.php?p=garrewa01,Wayne Garrett,1969,1978,SS
6029,5-08,160,player.php?p=garrigi01,Gil Garrido,1964,1972,3B
6030,5-08,165,player.php?p=garrice01,Cecil Garriott,1946,1946,3B
6031,6-00,180,player.php?p=garricl01,Cliff Garrison,1928,1928,P
6032,5-10½,180,player.php?p=garrifo01,Ford Garrison,1943,1946,CF
6033,6-01,195,player.php?p=garrist01,Steve Garrison,2011,2011,P
6034,5-11,170,player.php?p=garriwe01,Webster Garrison,1996,1996,1B
6035,6-01,185,player.php?p=garriha01,Hank Garrity,1931,1931,C
6036,Unknown,Unknown,player.php?p=garryji01,Jim Garry,1893,1893,P
6037,5-10,190,player.php?p=gartory01,Ryan Garton,2016,2017,P
6038,6-01,220,player.php?p=garvemi01,Mitch Garver,2017,2018,LF
6039,5-10½,180,player.php?p=garvene01,Ned Garver,1948,1961,LF
6040,5-10,192,player.php?p=garvest01,Steve Garvey,1969,1987,2B
6041,6-03,195,player.php?p=garvije01,Jerry Garvin,1977,1982,P
6042,6-03½,160,player.php?p=garvine01,Ned Garvin,1896,1904,P
6043,6-04,220,player.php?p=garzama01,Matt Garza,2006,2017,P
6044,6-00,180,player.php?p=gaspaha01,Harry Gaspar,1909,1912,P
6045,5-11,165,player.php?p=gasparo01,Rod Gaspar,1969,1974,1B
6046,6-02½,210,player.php?p=gassach01,Charlie Gassaway,1944,1946,P
6047,6-02,190,player.php?p=gassnda01,Dave Gassner,2005,2005,P
6048,6-02,190,player.php?p=gastjo01,John Gast,2013,2013,P
6049,6-02,187,player.php?p=gastato01,Tom Gastall,1955,1956,C
6050,5-09½,155,player.php?p=gastfed01,Ed Gastfield,1884,1885,1B
6051,5-09,170,player.php?p=gastoal01,Alex Gaston,1920,1929,C
6052,6-04,210,player.php?p=gastoci01,Cito Gaston,1967,1978,1B
6053,6-01,185,player.php?p=gastomi01,Milt Gaston,1924,1934,P
6054,Unknown,Unknown,player.php?p=gastowe01,Welcome Gaston,1898,1899,P
6055,6-02,190,player.php?p=gastrha01,Hank Gastright,1889,1896,CF
6056,6-01,180,player.php?p=gatesbr01,Brent Gates,1993,1999,LF
6057,5-07,175,player.php?p=gatesjo01,Joe Gates,1978,1979,3B
6058,6-00,165,player.php?p=gatesmi01,Mike Gates,1981,1982,2B
6059,6-01,170,player.php?p=gatewau01,Aubrey Gatewood,1963,1970,P
6060,5-10,175,player.php?p=gathrjo01,Joey Gathright,2004,2011,RF
6061,5-11,160,player.php?p=gatinfr01,Frank Gatins,1898,1901,SS
6062,6-04,270,player.php?p=gattiev01,Evan Gattis,2013,2018,1B
6063,6-02,210,player.php?p=gaubjo01,John Gaub,2011,2011,P
6064,6-00,185,player.php?p=gaudeji01,Jim Gaudet,1978,1979,C
6065,5-10,190,player.php?p=gaudich01,Chad Gaudin,2003,2013,P
6066,6-02,Unknown,player.php?p=gaulemi01,Mike Gaule,1889,1889,CF
6067,6-03,190,player.php?p=gausmke01,Kevin Gausman,2013,2018,P
6068,5-04,129,player.php?p=gautrdo01,Doc Gautreau,1925,1928,SS
6069,5-08,190,player.php?p=gautrsi01,Sid Gautreaux,1936,1937,C
6070,6-02,195,player.php?p=gavigsa01,Sam Gaviglio,2017,2018,P
6071,5-11,180,player.php?p=gawch01,Chippy Gaw,1920,1920,P
6072,5-07½,165,player.php?p=gazelmi01,Mike Gazella,1923,1928,2B
6073,5-11,165,player.php?p=gearda01,Dale Gear,1896,1901,1B
6074,5-11,180,player.php?p=gearhga01,Gary Gearhart,1947,1947,LF
6075,5-04,148,player.php?p=gearidi01,Dinty Gearin,1923,1924,P
6076,6-03,205,player.php?p=gearrco01,Cory Gearrin,2011,2018,LF
6077,5-11,168,player.php?p=gearybo01,Bob Geary,1918,1921,P
6078,6-00,175,player.php?p=gearyge01,Geoff Geary,2003,2009,P
6079,5-10½,170,player.php?p=gearyhu01,Huck Geary,1942,1943,SS
6080,6-02,210,player.php?p=gebhabo01,Bob Gebhard,1971,1974,P
6081,6-00,170,player.php?p=gebripe01,Pete Gebrian,1947,1947,P
6082,6-02,200,player.php?p=geddeji01,Jim Geddes,1972,1973,P
6083,6-04,196,player.php?p=gedeoel01,Elmer Gedeon,1939,1939,RF
6084,6-00,167,player.php?p=gedeojo01,Joe Gedeon,1913,1920,P
6085,6-00,215,player.php?p=gedmari01,Rich Gedman,1980,1992,C
6086,6-01,205,player.php?p=geedi01,Dillon Gee,2010,2017,P
6087,6-09,225,player.php?p=geejo01,Johnny Gee,1939,1946,P
6088,5-08,160,player.php?p=geerbi01,Billy Geer,1884,1885,RF
6089,6-03,190,player.php?p=geerjo01,Josh Geer,2008,2009,P
6090,5-07½,Unknown,player.php?p=gagusch01,Charlie Geggus,1884,1884,2B
6091,6-00,200,player.php?p=gehrilo01,Lou Gehrig,1923,1939,SS
6092,Unknown,Unknown,player.php?p=gehrihe01,Henry Gehring,1907,1908,P
6093,5-11,180,player.php?p=gehrich01,Charlie Gehringer,1924,1942,3B
6094,6-00,195,player.php?p=gehrmpa01,Paul Gehrman,1937,1937,P
6095,5-07,145,player.php?p=geierph01,Phil Geier,1896,1904,C
6096,6-00,168,player.php?p=geigega01,Gary Geiger,1958,1970,P
6097,6-03,210,player.php?p=geiseda01,Dave Geisel,1978,1985,P
6098,6-01,215,player.php?p=geishve01,Vern Geishert,1969,1969,P
6099,5-10,164,player.php?p=geisbi01,Bill Geiss,1882,1884,1B
6100,5-11,170,player.php?p=geissem01,Emil Geiss,1887,1887,1B
6101,5-11,170,player.php?p=gelbech01,Charlie Gelbert,1940,1940,P
6102,6-01½,190,player.php?p=gelnajo01,John Gelnar,1964,1971,P
6103,5-10,210,player.php?p=geltzst01,Steve Geltz,2012,2016,P
6104,6-00,174,player.php?p=genewjo01,Joe Genewich,1922,1930,P
6105,Unknown,Unknown,player.php?p=geninfr01,Frank Genins,1892,1901,1B
6106,5-10,185,player.php?p=gennesc01,Scooter Gennett,2017,2018,P
6107,5-07,160,player.php?p=genovge01,George Genovese,1950,1950,P
6108,6-04,215,player.php?p=gentiji01,Jim Gentile,1957,1966,1B
